Wákàtí B-DATE
ìwé O
títẹ̀ O
, O
àwòrán O
- O
olóhùn O
àti O
òṣìṣẹ́ O
ẹ̀rọ O
amóhùnmáwòràn O
parojọ O
fún O
Ọjọ́ O
Ìsinmi O
Ìpàṣípààrọ̀ O
Ọgbọ́n O
Àtinudá O
ní O
Kigali B-LOC
, O
ní O
orílẹ̀ O
- O
èdèe O
Rwanda B-LOC
, O
ní O
ọjọ́ B-DATE
16 I-DATE
- I-DATE
18 I-DATE
oṣù I-DATE
kìíní I-DATE
, I-DATE
Ọdún I-DATE
- I-DATE
un I-DATE
2020 I-DATE
. O

"""" O
fún O
ọdún B-DATE
méjì I-DATE
gbáko O
, O
New B-ORG
Times I-ORG
Rwanda I-ORG
jíyìn O
ìròhìn O
. O

Ó O
sọ̀rọ̀ O
síwájú O
sí O
i O
: O

Nítorí O
àìtó O
ìdókoòwò O
nínú O
iléeṣẹ́ O
ọgbọ́n O
àtinudá O
àti O
àṣà O
, O
Ilẹ̀ B-LOC
- I-LOC
Adúláwọ̀ I-LOC
kò O
sí O
nínú O
ọjà O
iṣẹ́ O
ọpọlọ O
, O
àti O
ìdáraáwò O
púpọ̀ O
gẹ́gẹ́ O
bí O
a O
ti O
fi O
hàn O
nínú O
orin O
, O
eré O
ìtàgé O
, O
ewì O
, O
àwòrán O
- O
àtohùn O
àti O
ètò O
orí O
ẹ̀rọ O
amóhùnmáwòrán O
àgbáyé O
. O

Àwọn O
orílẹ̀ O
- O
èdè O
Ilẹ̀ B-LOC
- I-LOC
Adúláwọ̀ I-LOC
máa O
ń O
kó O
ọjà O
ọgbọ́n O
àtinudá O
wọlé O
ju O
èyí O
tí O
wọ́n O
tà O
sókè O
òkun O
tàbí O
láàárin O
ara O
wọn O
. O

Nínú O
ọ̀rọ̀ O
- O
ọ O
rẹ̀ O
níbi O
ayẹyẹ O
Ọjọ́ O
Ìsinmi O
CAX B-ORG
2018 B-DATE
ní O
Cario B-LOC
, O
ọ̀kọrin O
ọmọ O
orílẹ̀ O
- O
èdèe O
Nàìjíríà B-LOC
D'Banj B-PER
sọ O
fún O
àwọn O
òṣìṣẹ́ O
Ilé O
- O
ìfowópamọ́sí O
àti O
olùdókoòwò O
: O

Ọ̀sẹ̀ O
- O
ẹ O
CAX B-ORG
tí O
yóò O
ṣe O
pẹ̀kí O
- O
ǹ O
- O
rẹ̀kí O
pẹ̀lú O
Ìpàtẹ O
Ọjà O
Inú O
Ilẹ̀ B-LOC
- I-LOC
Adúláwọ̀ I-LOC
( O
IATF2020 O
) O
láti O
Ọjọ́ B-DATE
1 I-DATE
- I-DATE
7 I-DATE
kẹsàn I-DATE
- I-DATE
án I-DATE
ní O
Kigali B-LOC
, O
yóò O
tẹ̀lé O
Ọjọ́ O
Ìsinmi O
CAX B-ORG
2020 B-DATE
tí O
ó O
ṣẹ̀ṣẹ̀ O
tẹnu O
bọ O
epo O
. O

Àtẹ̀jáde O
ìtúmọ̀ O
14 B-DATE
Èrèlé I-DATE
2020 I-DATE
18 I-DATE
: I-DATE
32 I-DATE
GMT I-DATE

Ọkùnrin O
kan O
gbé O
ẹ̀rọ O
- O
ìgbóhùnsáfẹ́fẹ́ O
tí O
máa O
ń O
rin O
ọ̀nà O
jínjìn O
dání O
. O

Kò O
sí O
irọ́ O
kan O
níbẹ̀ O
wípé O
Ẹ̀rọ O
- O
ìgbóhùnsáfẹ́fẹ́ O
jẹ́ O
ohun O
èlò O
ìgbéròyìn O
ká O
tí O
ó O
ti O
ṣiṣẹ́ O
ribiribi O
fún O
ìdàgbàsókè O
àgbà O
- O
ńlá O
ayé O
. O

Àwọn O
Yorùbá O
ní O
, O
kí O
a O
gbé O
oyè O
fún O
olóyè O
, O
kí O
á O
gbádé O
fún O
ẹni O
tí O
ó O
ni O
adé O
"""" O
, O
èyí O
ló O
mú O
Àjọ B-ORG
Ìṣọ̀kan I-ORG
Àgbáyé I-ORG
tí I-ORG
ó I-ORG
ń I-ORG
rí I-ORG
sí I-ORG
Ètò I-ORG
Ẹ̀kọ́ I-ORG
, I-ORG
Ìmọ̀ I-ORG
Ìjìnlẹ̀ I-ORG
àti I-ORG
Àṣà I-ORG
( O
UNESCO B-ORG
) O
ya O
ọjọ́ B-DATE
13 I-DATE
oṣù I-DATE
Èrèlé I-DATE
sọ́tọ̀ O
gẹ́gẹ́ O
bíi O
Ọjọ́ B-DATE
Ẹ̀rọ I-DATE
- I-DATE
ìgbóhùnsáfẹ́fẹ́ I-DATE
Àgbáyé I-DATE
. O

Bako O
ti O
fi O
ìgbà O
kan O
rí O
jẹ́ O
Ọ̀gá O
- O
Àgbà O
pátápátá O
fún O
Iléeṣẹ́ B-ORG
Alájọṣepọ̀ I-ORG
Ìgbóhùnsáfẹ́fẹ́ I-ORG
Ìjọba I-ORG
Àpapọ̀ I-ORG
Orílẹ̀ I-ORG
- I-ORG
èdèe I-ORG
Nàìjíríà I-ORG
( O
FRCN B-ORG
) O
. O

Àwòrán O
láti O
ọwọ́ọ O
Ọmọ O
Yoòbá O
, O
tí O
a O
gba O
àṣẹ O
láti O
lò O
. O

FM O
( O
Ìgbóhùnsáfẹ́fẹ́ O
Aláṣeéyípadà O
) O
ni O
ó O
wọ́pọ̀ O
jù O
lọ O
, O
AM O
( O
Ìgbóhùnsáfẹ́fẹ́ O
Títóbi O
) O
tẹ̀lé O
e O
gbọ̀ngbọ̀ngbọn O
, O
gẹ́gẹ́ O
bí O
iléeṣẹ́ O
Media B-ORG
Landscape I-ORG
ti O
European B-ORG
Journalism I-ORG
Centre I-ORG
ní O
i O
lákọsílẹ̀ O
— O
tí O
ìgbóhùnsáfẹ́fẹ́ O
orí O
ẹ̀rọ O
ayélujára O
sì O
ti O
di O
gbajúmọ̀ O
. O

Ìgbóhùnsáfẹ́fẹ́ O
ní O
Nàìjíríà B-LOC
bẹ̀rẹ̀ O
ní O
ọdún B-DATE
- I-DATE
un I-DATE
1933 I-DATE
pẹ̀lú O
Ìtàn O
káàkiri O
Rédíò B-ORG
Ìjọba I-ORG
Amúnisìn I-ORG
( O
RDS B-ORG
) O
, O
tí O
ó O
jẹ́ O
wípé O
gbé O
àwọn O
ẹ̀rọ O
- O
gbohùngbohùn O
sí O
ìta O
gbangba O
níbi O
tí O
àwọn O
ènìyàn O
yóò O
ti O
tẹ́tí O
sí O
ìròyìn O
òkèèrè O
ti O
Iléeṣẹ́ B-ORG
Ìgbóhùnsáfẹ́fẹ́ I-ORG
Ìjọba I-ORG
Gẹ̀ẹ́sì I-ORG
. O

Ìkànnì O
- O
i O
Kano B-LOC
ló O
tẹ̀lée O
ní O
1944 B-DATE
, O
"""" O
gẹ́gẹ́ O
bí O
iléeṣẹ́ O
ìròyìn O
oríaayélujára O
Legit B-ORG
ti O
ṣe O
ṣàlàyé O
. O

Bákan O
náà O
ní O
ọdún B-DATE
- I-DATE
2019 I-DATE
, O
Jay B-ORG
FM I-ORG
tíó O
wà O
ní O
Port B-LOC
Harcourt I-LOC
di O
ṣíṣánpa O
lẹ́yìn O
tí O
a O
fi O
ẹ̀sùn O
ìtako O
ìjọba O
kàn O
án O
. O

Ọkọ̀ọ O
Radio B-ORG
Nigeria I-ORG
ṣe O
ìpolówó O
ara O
rẹ̀ O
gẹ́gẹ́ O
bíi O
"""" O
iléeṣẹ́ O
ìgbóhùnsáfẹ́fẹ́ O
ẹgbẹẹgbẹ̀rún B-DATE
ọdún I-DATE
, O
"""" O
tí O
ó O
sì O
darapọ̀ O
mọ́ O
àwọn O
òṣìṣẹ́ O
rédíò O
kárí O
ayé O
fún O
ìsààmì O
ayẹyẹ O
Ọjọ́ B-DATE
Ẹ̀rọ I-DATE
- I-DATE
ìgbóhùnsáfẹ́fẹ́ I-DATE
Àgbáyé I-DATE
ọdún I-DATE
- I-DATE
un I-DATE
2020 I-DATE
. O

Ìpín O
ipò O
Ìlú O
tí O
ó O
rọrùn O
láti O
fọ́ O
ọdún B-DATE
- I-DATE
un I-DATE
2019 I-DATE
fi O
Nàìjíríà B-LOC
sí O
ipò O
kẹrìnlá O
lágbàáyé O
, O
ìkẹsàn O
- O
án O
ní O
Ilẹ̀ B-LOC
- I-LOC
Adúláwọ̀ I-LOC
. O

Láti O
ọdún B-DATE
- I-DATE
un I-DATE
2011 I-DATE
, O
Boko B-ORG
Haram I-ORG
, O
ajìjàǹgbara O
ẹ̀sìn O
Ìmàle O
ní O
Ìlà B-LOC
- I-LOC
oòrùn I-LOC
àréwá I-LOC
orílẹ̀ I-LOC
- I-LOC
èdèe I-LOC
Nàìjíríà I-LOC
, O
ti O
fi O
ẹ̀rù O
sí O
ọkàn O
àwọn O
ènìyàn O
àti O
bí O
àwọn O
ìkọlù O
tó O
rorò O
wọ́n O
ti O
ṣe O
fa O
ikú O
láì O
rò O
tẹ́lẹ̀ O
ìpí O
àwọn O
ènìyàn O
, O
tí O
ọ̀pọ̀ọ́ O
sì O
ti O
di O
àwátì O
. O

Kà O
síwájú O
sí O
i O
: O
Nàìjíríà B-LOC
: O
Ìlú O
tí O
ó O
kùnà O
— O
òótọ́ O
tàbí O
ìwòye O
? O

Àwọn O
àkópa O
méjì O
ló O
jáwé O
olúborí O
. O

Olúborí O
ìdíje O
àròkọ O
Ìlọ̀rí B-PER
Olúwatóbi I-PER
ti O
iléèwé O
Mater B-ORG
Christi I-ORG
Catholic I-ORG
Girls' I-ORG
High I-ORG
School I-ORG
, O
Ìgede B-LOC
Èkìtì I-LOC
, O
Ìpínlẹ̀ O
Èkìtì B-LOC
, O
mú O
u O
wá O
sí O
ìrántí O
ìgbà O
àkọ́kọ́ O
tí O
òùn O
- O
ún O
ṣalábàápàdée O
rédíò O
nígbà O
tí O
òùn O
- O
ún O
wà O
ní O
ọmọ O
ọdún B-DATE
5 I-DATE
: O

Ẹ̀rú O
bá O
mi O
mo O
sì O
béèrè O
lọ́wọ́ọ O
bàbáà O
mi O
ohun O
tí O
ó O
jẹ́ O
, O
ó O
sì O
ṣàlàyé O
ohun O
tí O
rédíò O
jẹ́ O
fún O
mi O
… O

Àwòrán O
láti O
ọwọ́ọ O
Ọmọ O
Yoòbá O
, O
a O
gba O
àṣẹ O
láti O
lò O
ó O
. O

Ní O
ìgbàtí O
ọjọ́ O
rọ̀ O
, O
àwọn O
ògbóǹtarìgì O
sọ̀rọ̀sọ̀rọ̀ O
, O
àwọn O
aṣojú O
the O
Ọba O
Èkó B-LOC
, O
Ọ̀túnba O
Gani B-PER
Adams I-PER
, O
Ààrẹ O
Ọ̀nà O
Kakanfò O
ilẹ̀ẹ O
Yorùbá O
àti O
àwọn O
àlejò O
mìíràn O
péjọ O
sí O
Lekki B-LOC
Coliseum I-LOC
fún O
àpèjẹ O
alẹ́ O
àti O
ìfàmìẹ̀yẹ O
dánilọ́lá O
Àyájọ́ O
Ọjọ́ B-DATE
Ẹ̀rọ I-DATE
- I-DATE
ìgbóhùnsáfẹ́fẹ́ I-DATE
Àgbáyé I-DATE
. O

Ọ̀kan O
- O
ò O
- O
jọ̀kan O
ètò O
náà O
wá O
sópin O
pẹ̀lú O
ìṣójú O
òpó O
sílẹ̀ O
láti O
gba O
ìpè O
àwọn O
olùgbọ́ O
wọlé O
sórí O
afẹ́fẹ́ O
, O
níbi O
tí O
wọ́n O
ti O
ní O
kí O
àwọn O
ènìyàn O
ó O
sọ O
wípé O
“ O
ẹ O
kú O
Àyájọ́ O
Ọjọ́ B-DATE
Ẹ̀rọ I-DATE
- I-DATE
ìgbóhùnsáfẹ́fẹ́ I-DATE
Àgbáyé I-DATE
"""" O
ní O
àwọn O
onírúurú O
ọ̀kan O
- O
ò O
- O
jọ̀kan O
èdè O
àti O
ahọ́n O
: O

Ohùn O
àwọn O
ikọ̀ O
Ohùn B-ORG
Àgbáyé I-ORG
náà O
bọ́ O
sórí O
afẹ́fẹ́ O
ní O
orí O
ìkànnì O
Metro B-ORG
97 I-ORG
. I-ORG
7FM I-ORG
. O

Àwọn O
sọ̀rọ̀sọ̀rọ̀ O
tí O
ó O
ti O
fẹ̀yìntì O
ló O
ka O
ìròyìn O
tí O
wọ́n O
sì O
tọ́kùn O
ètò O
. O

Àkọ́kọ́ O
irú O
‘ẹ̀ O
ni O
Àyájọ́ O
Ọjọ́ B-DATE
Ẹ̀rọ I-DATE
- I-DATE
ìgbóhùnsáfẹ́fẹ́ I-DATE
Rédíò I-DATE
Orílẹ̀ O
- O
èdèe O
Nàìjíríà B-LOC
ọdún B-DATE
- I-DATE
un I-DATE
2020 I-DATE
àmọ́ O
àwọn O
òṣìṣẹ́ O
àti O
olólùfẹ́ẹ̀ O
rédíò O
lérò O
wípé O
ayẹyẹ O
náà O
yóò O
máa O
wáyé O
lọ́dọọdún O
. O

Ǹjẹ́ O
ìlànà O
ìṣọwọ́kọ O
Yorùbá O
tuntun O
yóò O
di O
lílò O
lọ́jọ́ O
iwájú O
bí O
? O

Àtẹ̀jáde O
ìtúmọ̀ O
10 B-DATE
Ẹrẹ́nà I-DATE
2020 I-DATE
20 I-DATE
: I-DATE
36 I-DATE
GMT I-DATE

Lẹ́yìn O
ìpolongo O
kárí O
ayé O
nípa O
Ọdún O
Èdè O
Ìbílẹ̀ O
Àgbáyé O
ní O
ọdún B-DATE
2019 I-DATE
àti O
ìkéde O
Ọdún B-DATE
mẹ́wàá I-DATE
Èdè O
Ìbílẹ̀ O
Àgbáyé O
2022 B-DATE
- I-DATE
2032 I-DATE
, O
púpọ̀ O
nínú O
àwọn O
ọmọ O
Ilẹ̀ B-LOC
- I-LOC
Adúláwọ̀ I-LOC
ló O
ti O
bẹ̀rẹ̀ O
ọ̀kan O
- O
ò O
- O
jọ̀kan O
àkànṣe O
iṣẹ́ O
tó O
ní O
ṣe O
pẹ̀lú O
ìdàgbàsókè O
àwọn O
èdè O
Ilẹ̀ B-LOC
- I-LOC
Adúláwọ̀ I-LOC
. O

èdè O
Yorùbá O
. O

Ìpolongo O
ìlànà O
ìṣọwọ́kọ O
tuntun O
yìí O
wáyé O
ní O
ìbámu O
pẹ̀lú O
àwọn O
ìṣọwọ́kọ O
ayébáyé O
Ilẹ̀ B-LOC
- I-LOC
Adúláwọ̀ I-LOC
, O
bí O
i O
hieroglyphics O
ti O
Íjípìtì B-LOC
, O
Àkójọ O
Adrinka O
ti O
ìran O
Akan O
ní O
Ghana B-LOC
, O
Ge'ez O
ti O
Ethiopia B-LOC
, O
ìṣọwọ́kọ O
ìyàwòrán O
Nsibidi O
ti O
Àárín B-LOC
Gbùngbùn I-LOC
Ìwọ̀ I-LOC
- I-LOC
oòrùn I-LOC
Ilẹ̀ I-LOC
- I-LOC
Adúláwọ̀ I-LOC
tí O
ó O
ti O
wà O
fún O
bí O
5000 B-DATE
ọdún I-DATE
k'á O
tó O
bí O
Jésù B-PER
, O
àti O

Ó O
tú O
gbogbo O
ilé O
kí O
ó O
tó O
wá O
rí O
i O
ní O
kọ̀rọ̀ O
ilé O
. O

Lálẹ́ B-DATE
ọjọ́ I-DATE
yẹn I-DATE
, O
ó O
fi O
nǹkan O
àjèjì O
náà O
sábẹ́ O
ìgbèrí O
sùn O
. O

… O
Mo O
lálàá O
wí O
pé O
mo O
lọ O
sí O
inú O
oòrùn O
. O

Ìgbàkúùgbà O
tí O
mo O
bá O
sùn O
, O
àlá O
yìí O
kan O
náà O
ni O
ní O
ọ̀nà O
àrà O
, O
mò O
ń O
lọ O
láti O
agbègbè O
kan O
sí O
agbègbè O
mìíràn O
, O
tí O
mo O
sì O
ń O
kọ́ O
àwọn O
ènìyàn O
bí O
a O
ti O
ṣe O
ń O
lo O
ìṣọwọ́kọ O
tuntun O
náà O
… O

Lásìkò O
yìí O
, O
ní O
ọdún B-DATE
2016 I-DATE
, O
mo O
tún O
lọ O
sí O
inú O
oòrùn O
, O
mo O
ṣalábàápàdé O
ọkùnrin O
kan O
, O
Lámúrúdu B-PER
, O
tí O
ó O
kọ́ O
mi O
ní O
ìró O
alífábẹ́ẹ̀tì O
náà O
, O
tí O
ó O
sì O
pa O
á O
láṣẹ O
fún O
mi O
pé O
kí O
tan O
ìmọ́lẹ̀ O
ìmọ̀ O
kíkọ O
àti O
kíkà O
àmì O
ìṣọwọ́kọ̀ O
náà O
kárí O
ayé O
. O

Ó O
wá O
bẹ̀rẹ̀ O
sí O
ní O
di O
ẹ̀rù O
fún O
Olóyè O
Ògúntósìn B-PER
— O
ó O
ń O
rẹ̀ O
ẹ́ O
látinú O
wá O
, O
ó O
wí O
fún O
Ohùn B-ORG
Àgbáyé I-ORG
. O

Ìgbélárugẹ O
alífábẹ́ẹ̀tì O
Yorùbá O
náà O

Ṣé O
àkàrà O
ni O
ò O
ń O
pè O
àbí O
bean O
cake O
? O

Àkàrà O
tàbí O
beans O
cake O
ní O
Nàìjíríà B-LOC
jẹ́ O
oúnjẹ O
àárọ̀ O
ní O
Nàìjíríà B-LOC
, O
ọjọ́ B-DATE
11 I-DATE
, I-DATE
oṣù I-DATE
kéje I-DATE
, I-DATE
ọdún I-DATE
2013 I-DATE
. O

Lóde O
òní O
, O
ọ̀rọ̀ O
- O
àyálò O
yìí O
— O
ìyẹn O
gbólóhùn O
tí O
a O
gbà O
lò O
láti O
inú O
èdè O
kan O
sí O
inú O
èdè O
mìíràn O
láì O
tú O
ìmọ̀ O
rẹ̀ O
— O
kò O
l'óǹkà O
nínú O
èdè O
Gẹ̀ẹ́sì O
àfi O
bí O
ẹni O
pé O
kì O
í O
ṣe O
ọ̀rọ̀ O
tí O
a O
yá O
lò O
. O

Ó O
tó O
ìdajì O
gbólóhùn O
èdè O
Gẹ̀ẹ́sì O
tí O
a O
yà O
lò O
nínú O
èdè O
Yorùbá O
. O

Kí O
a O
wo O
ọ̀rọ̀ O
bí O
i O
"""" O
cup O
"""" O
Ó O
di O
kó̩ò̩pù O
. O

A O
pe O
"""" O
phone O
"""" O
ní O
fóònù O
, O
"""" O
ball O
"""" O
di O
bó̩ò̩lù O
, O
"""" O
television O
"""" O
ni O
te̩lifís̩ó̩ò̩nù O
, O
àti O
bẹ́ẹ̀ O
bẹ́ẹ̀ O
lọ O
. O

Fún O
àpẹẹrẹ O
, O
àmàlà O
jẹ́ O
oúnjẹ O
tí O
ó O
ilẹ̀ O
Yorùbá O
lókìkí O
, O
pàápàá O
ní O
òkè O
òkun O
. O

Bí O
a O
bá O
wo O
gbólóhùn O
èdè O
Gẹ̀ẹ́sì O
tí O
a O
yí O
padà O
sí O
èdè O
Yorùbá O
"""" O
fanimorious O
"""" O
, O
tí O
ó O
ti O
ń O
lókìkí O
tí O
ó O
sì O
ti O
wà O
nínú O
Ìwé O
Ìtumọ̀ O
Ìgbàlódé O
. O

Èyí O
f'ara O
pẹ́ O
ìbáṣepọ̀ O
fonọ́lọ́jì O
àti O
mọfọ́lọ́jì O
: O
èdè O
Yorùbá O
kì O
í O
fàyè O
gba O
ìhunpọ̀ O
kọ̀nsónántì O
àti O
kí O
ọ̀rọ̀ O
parí O
pẹ̀lú O
kọ̀nsónántì O
. O

Sísọnù O
sínú O
ògbufọ̀ O
: O
Ìdí O
tí O
Atúmọ̀ O
Google B-ORG
ṣe O
ń O
kùnà O
— O
nínú O
títúmọ̀ O
èdè O
Yorùbá O
— O
àti O
àwọn O
èdè O
mìíràn O

Ọ̀pọ̀lọpọ̀ O
ògbufọ̀ O
tí O
ẹ̀rọ O
ṣe O
ni O
kò O
nítumọ̀ O
. O

Àtẹ̀jáde O
ìtúmọ̀ O
11 B-DATE
Ẹrẹ́nà I-DATE
2020 I-DATE
21 I-DATE
: I-DATE
16 I-DATE
GMT I-DATE

Àmọ́ O
bí O
ọ̀pọ̀lọpọ̀ O
ènìyàn O
tí O
ó O
ń O
sọ O
oríṣìíríṣìí O
èdè O
àgbáyé O
ṣe O
ń O
bọ́ O
sórí O
ayélukára O
- O
bí O
- O
ajere O
, O
ó O
ṣẹ́ O
ẹtà O
ìjà O
fún O
èdè O
ẹni O
— O
ìráàyè O
sí O
ìṣògbufọ̀ O
sí O
onírúurú O
èdè O
tí O
yóò O
ṣẹ̀ O
ní O
mọnawáà O
. O

Ọ̀pọ̀lọpọ̀ O
iléeṣẹ́ O
onímọ̀ O
ẹ̀rọ O
ti O
ṣe O
iṣẹ́ O
ribiribi O
ní O
ti O
ìṣàkọsílẹ̀ O
àwọn O
ọ̀rọ̀ O
tí O
kì O
í O
ṣe O
èdè O
Gẹ̀ẹ́sì O
sórí O
ayélujára O
, O
tí O
ó O
ń O
ṣe O
olùlànà O
onírúurú O
èdè O
lórí O
ẹ̀rọ O
ayárabíàṣá O
lọ́nà O
ìgbàlódé O
. O

Àwòránlláti O
ọwọ́ O
Ọládiméjì B-PER
Ajégbilẹ̀ I-PER
, O
àṣẹ O
- O
àtúnlò O
láti O
orí O
Pexels B-ORG
. O

Orí O
ìtakùn O
àgbáyé O
ni O
Atúmọ̀ O
Google B-ORG
ti O
máa O
ń O
ṣa O
gbólóhùn O
tí O
a O
ti O
túmọ̀ O
jọ O
, O
àmọ́ O
bí O
èdè O
kò O
bá O
ní O
gbólóhùn O
ọ̀rọ̀ O
tí O
ó O
pọ̀ O
tó O
lórí O
ayélujára O
, O
ó O
nira O
fún O
ẹ̀rọ O
wa O
láti O
ṣe O
àtìlẹ́yìn O
tí O
ó O
lákaakì O
fún O
irú O
àwọn O
èdè O
bẹ́ẹ̀ O
… O
Síbẹ̀ O
, O
látàrí O
ìlọsíwájú O
àbùdá O
kíkọ́ O
ẹ̀rọ O
lẹ́kọ̀ọ́ O
wa O
, O
àti O
àwọn O
aṣiṣẹ́ O
Ìtumọ̀ O
Google B-ORG

Ọ̀pọ̀lọpọ̀ O
ẹ̀rọ O
ní O
í O
máa O
tú O
ìmọ̀ O
gbólóhùn O
méjèèjì O
sí O
"""" O
queen O
"""" O
. O

Síbẹ̀ O
, O
tí O
a O
bá O
ti O
ọ̀nà O
ìṣe O
- O
àti O
- O
àsà O
wò O
ó O
, O
ó O
ṣe O
kókó O
láti O
sọ O
wí O
pé O
ìtúmọ̀ O
ayaba O
and O
ọbabìnrin O
yàtọ̀ O
síra O
wọn O
: O
Ọbabìnrin O
túmọ̀ O
sí O
"""" O
queen O
"""" O
lédè O
Gẹ̀ẹ́sì O
nígbà O
tí O
ayaba O
jẹ́ O
"""" O
wife O
of O
the O
king O
"""" O
. O

Onímọ̀ O
ìjìnlẹ̀ O
nípa O
iṣẹ́ O
ìwádìí O
Moustapha B-PER
Cisse I-PER
, O
tó O
jẹ́ O
olórí O
iṣẹ́ O
Google B-ORG
AI I-ORG
ní O
Ilẹ̀ B-LOC
- I-LOC
Adúláwọ̀ I-LOC
, O
nígbàgbọ́ O
wí O
pé O
ó O
tọ́ O
sí O
"""" O
ilẹ̀ O
tí O
ó O
ní O
ju O
ẹ̀ka O
- O
èdè O
2 O
, O
000 O
lọ O
láti O
jẹ́ O
àǹfààní O
iṣẹ́ O
, O
"""" O
— O
CNN B-ORG
jábọ̀ O
. O

Pẹ̀lú O
àwọn O
iṣẹ́ O
àtinudá O
bí O
eléyìí O
, O
ọjọ́ O
iwájú O
ìwádìí O
èdè O
Ilẹ̀ B-LOC
- I-LOC
Adúláwọ̀ I-LOC
dára O
. O

"""" O
Àjọ O
Oúnjẹ O
Alẹ́ O
Olúwa O
"""" O
, O
àwòrán O
tí O
a O
kùn O
lódà O
ní O
1442 B-DATE
láti O
ọwọ́ O
Fra B-PER
Angelico I-PER
. O

Bí O
àwọn O
tí O
ó O
ti O
kó O
àrùn O
COVID O
- O
19 O
ṣe O
ń O
pọ̀ọ́ O
sí O
i O
ní O
Balkans B-LOC
, O
àwọn O
ilé O
ìjọsìn O
kan O
kò O
yí O
ọwọ́ O
àwọn O
ìlànà O
ìsìn O
tí O
ó O
lè O
mú O
kí O
àrùn O
Coronavirus O
ó O
ràn O
bí O
i O
pápá O
inú O
ọyẹ́ O
padà O
. O

Ìlànà O
ìsìn O
tí O
a O
mọ̀ O
sí O
Jíjẹara O
àti O
mímu O
ẹ̀jẹ̀ O
Olúwa O
tàbí O
Oúnjẹ O
Ìkẹyìn O
ní O
èyí O
tí O
àwọn O
ọmọ O
lẹ́yìn O
Krístì O
tí O
ó O
ń O
tẹ̀lé O
ìlànà O
ìsìn O
àtijọ́ O
yóò O
máa O
pín O
wáìnì O
tí O
a O
ti O
sọ O
di O
mímọ́ O
mu O
pẹ̀lú O
ṣíbí O
kan O
náà O
, O
àwọn O
Ìjọ O
Àgùdàá O
máa O
ń O
jẹ O
ẹ̀bẹ O
àkàrà O
fẹ́lẹ́fẹ́lẹ́ O
tí O
wọ́n O
fi O
ẹnu O
gbà O
lọ́wọ́ O

Bíṣọ́ọ̀pù O
ti O
GOC B-LOC
Klimis I-LOC
, O
ti O
Àárín B-LOC
gbùngbùn I-LOC
Peristeri I-LOC
, O
lábẹ́ O
agbègbè O
tó O
sún O
mọ́ O
Athens B-LOC
, O
sọ O
wí O
pé O
ọ̀rọ̀ O
- O
òdì O
sí O
Olúwa O
ni O
bí O
ẹnikẹ́ni O
bá O
sọ O
pé O
ìlànà O
ẹ̀sìn O
lè O
mú O
kí O
ààrùn O
ó O
ràn O
: O

Àmọ́ O
àwọn O
aṣojú O
ìjọba O
tìkarawọn O
ń O
tàpá O
sí O
òfin O
ìdènà O
ààrùn O
yìí O
. O

Ó O
sọ O
síwájú O
sí O
i O
nínú O
àpilẹ̀kọ O
náà O
wí O
pé O
lílo O
ṣíbí O
kan O
náà O
bí O
wọn O
ti O
ṣe O
fi O
lọ́lẹ̀ O
ní O
ọgọ́rùn B-DATE
- I-DATE
ún I-DATE
ọdún I-DATE
kéje I-DATE
ayé I-DATE
Bizantium I-DATE
ò O
fa O
ìpalára O
, O
nítorí O
“ O
ìgbàgbọ́ O
nínú O
Ọlọ́run O
ń O
fi O
ìṣọ́ O
ààbò O
bo O
àlùfáà O
àti O
ọmọ O
ìjọ O
. O
"""" O

Àkọlé O
adarí O
: O
Pẹ̀lú O
gbogbo O
ẹ̀bẹ̀ O
àjọ O
tó O
ń O
rí O
sí O
ètò O
ìlera O
: O
Àwọn O
onígbàgbọ́ O
jẹ O
Ara O
mu O
ẹ̀jẹ̀ O
Olúwa O
láì O
fòyà O
fún O
ààrùn O
coronavirus O
. O

Sladjana B-PER
Velkov I-PER
, O
ẹni O
tó O
gbajúmọ̀ O
gẹ́gẹ́ O
bí O
alátakò O
- O
ìbupá O
tó O
ń O
ṣiṣẹ́ O
ní O
Serbia B-LOC
àti O
Àríwá B-LOC
Macedonia I-LOC
, O
sọ O
láì O
pẹ́ O
yìí O
wí O
pé O
nǹkan O
kò O
“ O
le O
tóyẹn O
"""" O
àti O
pé O
“ O
ọ̀fìnkìn O
lásán O
ni O
, O
èyí O
tí O
kò O
yàtọ̀ O
sí O
ọ̀fìnkìn O
tí O
a O
ti O
mọ̀ O
tẹ́lẹ̀ O
, O
tó O
máa O
ń O
ṣe O
àwọn O
àgbàlagbà O
tàbí O
àwọn O
tí O
ìlera O
ara O
wọn O
kò O
pé O
tó O
. O
"""" O

Ní O
orílẹ̀ O
- O
èdè O
Italy B-LOC
, O
níbi O
tí O
631 O
ẹ̀mí O
èèyàn O
631 O
ti O
bọ́ O
tí O
àwọn O
tí O
ó O
tó O
10 O
, O
000 O
ti O
lùgbàdì O
àrùn O
náà O
, O
aṣàmúlò O
kan O
túwíìtì O
: O

Bí O
á O
bá O
kà O
á O
ní O
méníméjì O
, O
ó O
ti O
tó O
ẹni O
méje O
tí O
ó O
ti O
kó O
àrùn O
COVID O
- O
19 O
ní O
North B-LOC
Macedonia I-LOC
; O
25 O
ní O
